id,kode_pohon,nama_lokal,nama_latin,Group,Icon,status_iucn,diameter,tinggi,unit_PS,jenis_lahan,nama_khas_wilayah,Latitude,Longitude,elevasi,jarak_permukiman,status_adopsi,nama_pengadopsi,masa_berlaku,nama_surveyor,waktu_survei,harga_adopsi,serapan_karbon,penyedia_bibit,metode_karbon,Image1,Image2,Image3,Image4,chart_link
203,BAA0402RBF,Bongka,-,Pohon Muda,icon/young_tree.svg,Not Defined,24.84,10,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5455624,101.0938924,4.932601522,2.96,Belum,-,-,Muslih,29/09/2021 11:22,50000,875.35,-,"Brown, 1997",media/1632889262535.jpg,media/1632889290480.jpg,media/1632889309282.jpg,media/1632889325334.jpg,
204,BAA0408RBF,Bintangor,Calophyllum sp.,Pohon Muda,icon/young_tree.svg,Least Concern,34.39,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5450922,101.0935266,6.635741707,3.01,Belum,-,-,Muslih,29/09/2021 11:29,50000,1278.65,-,"Chave et al, 2014",media/1632889675326.jpg,media/1632889703772.jpg,media/1632889725965.jpg,media/1632889743738.jpg,
205,BAA0407RBF,Bongka,-,Pohon Muda,icon/young_tree.svg,Not Defined,26.75,10,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5451464,101.0935233,5.11124356,3.01,Belum,-,-,Muslih,29/09/2021 11:34,50000,1055.79,-,"Brown, 1997",media/1632889983942.jpg,media/1632890011588.jpg,media/1632890040813.jpg,media/1632890064509.jpg,
206,BAA0409RBF,Leban,Vitex Pinnata,Pohon Muda,icon/young_tree.svg,Least Concern,25.79,10,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5456624,101.0932502,16.59706243,2.95,Belum,-,-,Muslih,29/09/2021 11:47,50000,640.88,-,"Chave et al, 2014",media/1632890778138.jpg,media/1632890804049.jpg,media/1632890824827.jpg,media/1632890850382.jpg,
207,BAA0411RBF,Bintangor,Calophyllum sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,42.03,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.54566,101.09343,2.903440594,2.95,Belum,-,-,Muslih,29/09/2021 11:55,200000,1891.57,-,"Chave et al, 2014",media/1632891220021.jpg,media/1632891249079.jpg,media/1632891269365.jpg,media/1632891289382.jpg,
208,BAA0413RBF,Bongka,-,Pohon Muda,icon/young_tree.svg,Not Defined,24.2,10,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5457,101.0933433,8.19750802,2.95,Belum,-,-,Muslih,29/09/2021 11:59,50000,819.41,-,"Brown, 1997",media/1632891491571.jpg,media/1632891513917.jpg,media/1632891537264.jpg,media/1632891553655.jpg,
209,BAA0414RBF,Bongka,-,Pohon Muda,icon/young_tree.svg,Not Defined,28.02,10,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.545715,101.093325,5.560763247,2.95,Belum,-,-,Muslih,29/09/2021 12:03,50000,1187.26,-,"Brown, 1997",media/1632891710225.jpg,media/1632891735174.jpg,media/1632891755832.jpg,media/1632891773640.jpg,
210,BAA0415RBF,Belanti,Coccoceras borneense,Pohon Dewasa,icon/mature_tree.svg,Not Defined,50.58,30,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5458317,101.0933517,7.119872066,2.93,Belum,-,-,Muslih,29/09/2021 12:07,200000,4704.60,-,"Chave et al, 2014",media/1632891930515.jpg,media/1632891996213.jpg,media/1632892031015.jpg,media/1632892052551.jpg,
211,BAA0416RBF,Bongka,-,Pohon Muda,icon/young_tree.svg,Not Defined,34.71,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5457117,101.0933733,8.237277628,2.95,Belum,-,-,Muslih,29/09/2021 12:12,50000,2040.80,-,"Brown, 1997",media/1632892246090.jpg,media/1632892270907.jpg,media/1632892291954.jpg,media/1632892314384.jpg,
212,BAA0417RBF,Bintangor,Calophyllum sp.,Pohon Muda,icon/young_tree.svg,Least Concern,31.52,10,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5458317,101.0932967,8.933010551,2.93,Belum,-,-,Muslih,29/09/2021 12:16,50000,726.12,-,"Chave et al, 2014",media/1632892524633.jpg,media/1632892545914.jpg,media/1632892570249.jpg,media/1632892591492.jpg,
213,BAA0418RBF,Belanti,Coccoceras borneense,Pohon Dewasa,icon/mature_tree.svg,Not Defined,46.17,29,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5789924,101.0939897,8.933010551,0.04,Belum,-,-,Muslih,29/09/2021 12:21,200000,3809.05,-,"Chave et al, 2014",media/1632892794735.jpg,media/1632892818835.jpg,media/1632892847089.jpg,media/1632892870185.jpg,
214,BAA0419RBF,Belanti,Coccoceras borneense,Pohon Dewasa,icon/mature_tree.svg,Not Defined,47.77,27,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5458583,101.0934217,5.325483221,2.93,Belum,-,-,Muslih,29/09/2021 12:26,200000,3796.71,-,"Chave et al, 2014",media/1632893094513.jpg,media/1632893115589.jpg,media/1632893141339.jpg,media/1632893158419.jpg,
215,BAA0420RBF,Gelugur,Garcinia atroviridis,Pohon Muda,icon/young_tree.svg,Not Defined,33.43,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5459383,101.0934383,-2.459869442,2.92,Belum,-,-,Muslih,29/09/2021 12:29,50000,1576.12,-,"Chave et al, 2014",media/1632893295838.jpg,media/1632893315296.jpg,media/1632893341027.jpg,media/1632893355990.jpg,
216,BAA0422RBF,Gelugur,Garcinia atroviridis,Pohon Muda,icon/young_tree.svg,Not Defined,23.88,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.545805,101.093415,13.55913993,2.94,Belum,-,-,Muslih,29/09/2021 12:33,50000,817.33,-,"Chave et al, 2014",media/1632893539451.jpg,media/1632893557947.jpg,media/1632893585925.jpg,media/1632893599567.jpg,
217,BAA0421RBF,Cempedak air,Artocarpus sp.,Pohon Muda,icon/young_tree.svg,Not Defined,34.39,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.54569,101.093565,8.67631345,2.95,Belum,-,-,Muslih,29/09/2021 12:36,50000,1669.69,-,"Chave et al, 2014",media/1632893741143.jpg,media/1632893761564.jpg,media/1632893782262.jpg,media/1632893803077.jpg,
218,BAA0423RBF,Cempedak air,Artocarpus sp.,Pohon Muda,icon/young_tree.svg,Not Defined,35,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.54577,101.0935433,9.623889177,2.94,Belum,-,-,Muslih,29/09/2021 12:41,50000,1727.99,-,"Chave et al, 2014",media/1632893999168.jpg,media/1632894018786.jpg,media/1632894036479.jpg,media/1632894053701.jpg,
219,BAA0430RBF,Kandis,Garcinia sp.,Pohon Muda,icon/young_tree.svg,Not Defined,21.65,10,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.582403,101.0881457,0.805614607,0.28,Belum,-,-,Okta Bimansyah,30/09/2021 09:40,50000,454.38,-,"Chave et al, 2014",media/1632969506784.jpg,media/1632969529912.jpg,media/1632969547710.jpg,media/1632969563980.jpg,
220,BAA0435RBF,Kandis,Garcinia sp.,Pohon Muda,icon/young_tree.svg,Not Defined,32.8,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.582403,101.0881457,0.805614607,0.28,Belum,-,-,Okta Bimansyah,30/09/2021 09:45,50000,2010.94,-,"Chave et al, 2014",media/1632969825569.jpg,media/1632969848852.jpg,media/1632969872714.jpg,media/1632969887674.jpg,
221,BAA0436RBF,Belanti,Coccoceras borneense,Pohon Muda,icon/young_tree.svg,Not Defined,28.66,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.582403,101.0881457,0.805614607,0.28,Belum,-,-,Okta Bimansyah,30/09/2021 09:50,50000,1044.95,-,"Chave et al, 2014",media/1632970145304.jpg,media/1632970160962.jpg,media/1632970181422.jpg,media/1632970196499.jpg,
222,BAA0437RBF,Belanti,Coccoceras borneense,Pohon Muda,icon/young_tree.svg,Not Defined,25.47,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.582403,101.0881457,0.805614607,0.28,Belum,-,-,Okta Bimansyah,30/09/2021 09:53,50000,829.96,-,"Chave et al, 2014",media/1632970348663.jpg,media/1632970362288.jpg,media/1632970378114.jpg,media/1632970392422.jpg,
223,BAA0440RBF,Sotuo,-,Pohon Muda,icon/young_tree.svg,Not Defined,39.8,25,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.582403,101.0881457,0.805614607,0.28,Belum,-,-,Okta Bimansyah,30/09/2021 09:58,50000,2885.05,-,"Brown, 1997",media/1632970641155.jpg,media/1632970658691.jpg,media/1632970678794.jpg,media/1632970694023.jpg,
224,BAA0444RBF,Kandis,Garcinia sp.,Pohon Muda,icon/young_tree.svg,Not Defined,31.32,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.582403,101.0881457,0.805614607,0.28,Belum,-,-,Okta Bimansyah,30/09/2021 10:02,50000,1837.63,-,"Chave et al, 2014",media/1632970895225.jpg,media/1632970909437.jpg,media/1632970932028.jpg,media/1632970946537.jpg,
225,BAA0446RBF,Rengas,Gluta renghas,Pohon Muda,icon/young_tree.svg,Not Defined,37.26,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.582403,101.0881457,0.805614607,0.28,Belum,-,-,Okta Bimansyah,30/09/2021 10:06,50000,2061.43,-,"Chave et al, 2014",media/1632971123454.jpg,media/1632971142084.jpg,media/1632971163075.jpg,media/1632971184856.jpg,
226,BAA0445RBF,Cempedak air,Artocarpus sp.,Pohon Muda,icon/young_tree.svg,Not Defined,25.47,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.582403,101.0881457,0.805614607,0.28,Belum,-,-,Okta Bimansyah,30/09/2021 10:11,50000,929.16,-,"Chave et al, 2014",media/1632971405129.jpg,media/1632971420204.jpg,media/1632971441674.jpg,media/1632971461162.jpg,
227,BAA0429RBF,Cempedak air,Artocarpus sp.,Pohon Muda,icon/young_tree.svg,Not Defined,24.84,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5378348,101.0936727,0,3.81,Belum,-,-,Tasmanto,01/01/1970 07:52,50000,884.82,-,"Chave et al, 2014",media/3029867.jpg,media/3055681.jpg,media/3081849.jpg,media/3104428.jpg,
228,BAA0431RBF,Belanti,Coccoceras borneense,Pohon Muda,icon/young_tree.svg,Not Defined,36.3,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5361944,101.0885951,0,4.05,Belum,-,-,Tasmanto,30/09/2021 09:41,50000,1657.40,-,"Chave et al, 2014",media/1632969604710.jpg,media/1632969625890.jpg,media/1632969645590.jpg,media/1632969662453.jpg,
229,BAA0432RBF,Cempedak air,Artocarpus sp.,Pohon Muda,icon/young_tree.svg,Not Defined,28.02,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5361944,101.0885951,0,4.05,Belum,-,-,Tasmanto,30/09/2021 09:45,50000,845.35,-,"Chave et al, 2014",media/1632969863738.jpg,media/1632969890523.jpg,media/1632969910737.jpg,media/1632969928065.jpg,
230,BAA0433RBF,Rengas,Gluta renghas,Pohon Muda,icon/young_tree.svg,Not Defined,25.79,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5431374,101.0858954,14.65099001,3.37,Belum,-,-,Tasmanto,30/09/2021 09:49,50000,1005.21,-,"Chave et al, 2014",media/1632970121157.jpg,media/1632970135843.jpg,media/1632970149609.jpg,media/1632970161795.jpg,
231,BAA0434RBF,Laban,Vitex Pinnata,Pohon Muda,icon/young_tree.svg,Least Concern,28.66,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5432155,101.0858059,-33.1710602,3.36,Belum,-,-,Tasmanto,30/09/2021 09:53,50000,1169.74,-,"Chave et al, 2014",media/1632970341766.jpg,media/1632970353687.jpg,media/1632970372816.jpg,media/1632970385921.jpg,
232,BAA0447RBF,Gelugur,Garcinia atroviridis,Pohon Muda,icon/young_tree.svg,Not Defined,30.89,25,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.582403,101.0881457,0.805614607,0.28,Belum,-,-,Okta Bimansyah,30/09/2021 10:15,50000,2223.94,-,"Chave et al, 2014",media/1632971679832.jpg,media/1632971693687.jpg,media/1632971713335.jpg,media/1632971728434.jpg,
233,BAA0450RBF,Loban,Vitex Pinnata,Pohon Muda,icon/young_tree.svg,Least Concern,38.21,10,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.582403,101.0881457,0.805614607,0.28,Belum,-,-,Okta Bimansyah,30/09/2021 10:19,50000,1380.48,-,"Chave et al, 2014",media/1632971922069.jpg,media/1632971940995.jpg,media/1632971958813.jpg,media/1632971975659.jpg,
234,BAA0439RBF,Cempedak air,Artocarpus sp.,Pohon Muda,icon/young_tree.svg,Not Defined,32.16,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5433377,101.0856797,-10.72944632,3.35,Belum,-,-,Tasmanto,30/09/2021 09:57,50000,1464.88,-,"Chave et al, 2014",media/1632970617190.jpg,media/1632970629034.jpg,media/1632970648866.jpg,media/1632970661037.jpg,
235,BAA0452RBF,Kandis,Garcinia sp.,Pohon Muda,icon/young_tree.svg,Not Defined,35.35,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.582403,101.0881457,0.805614607,0.28,Belum,-,-,Okta Bimansyah,30/09/2021 10:24,50000,1757.64,-,"Chave et al, 2014",media/1632972184648.jpg,media/1632972202244.jpg,media/1632972226454.jpg,media/1632972245958.jpg,
236,BAA0453RBF,Cempedak air,Artocarpus sp.,Pohon Muda,icon/young_tree.svg,Not Defined,29.61,28,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.582403,101.0881457,0.805614607,0.28,Belum,-,-,Okta Bimansyah,30/09/2021 10:27,50000,1731.37,-,"Chave et al, 2014",media/1632972384472.jpg,media/1632972398509.jpg,media/1632972423284.jpg,media/1632972436444.jpg,
237,BAA0476RBF,Gurah,-,Pohon Dewasa,icon/mature_tree.svg,Not Defined,62.42,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5474635,101.021367,0.805614607,1.11,Belum,-,-,Okta Bimansyah,30/09/2021 10:59,200000,9007.80,-,"Brown, 1997",media/1632974308191.jpg,media/1632974324886.jpg,media/1632974345621.jpg,media/1632974361706.jpg,
238,BAA0475RBF,Gurah,-,Pohon Dewasa,icon/mature_tree.svg,Not Defined,57.37,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5474635,101.021367,0.805614607,1.11,Belum,-,-,Okta Bimansyah,30/09/2021 11:03,200000,7276.50,-,"Brown, 1997",media/1632974547870.jpg,media/1632974564216.jpg,media/1632974582621.jpg,media/1632974596800.jpg,
239,BAA0477RBF,Kasai,Pometia pinnata,Pohon Muda,icon/young_tree.svg,Not Defined,34.39,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.582403,101.0881457,0.805614607,0.28,Belum,-,-,Okta Bimansyah,30/09/2021 11:08,50000,1530.18,-,"Chave et al, 2014",media/1632974816125.jpg,media/1632974841277.jpg,media/1632974870583.jpg,media/1632974885023.jpg,
240,BAA0478RBF,Kasai,Pometia pinnata,Pohon Dewasa,icon/mature_tree.svg,Not Defined,59.91,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5474635,101.021367,0.805614607,1.11,Belum,-,-,Okta Bimansyah,30/09/2021 11:11,200000,4521.73,-,"Chave et al, 2014",media/1632975026595.jpg,media/1632975045973.jpg,media/1632975070861.jpg,media/1632975087472.jpg,
241,BAA0479RBF,Kandis,Garcinia sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,43.31,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5474635,101.021367,0.805614607,1.11,Belum,-,-,Okta Bimansyah,30/09/2021 11:15,200000,3459.67,-,"Chave et al, 2014",media/1632975237443.jpg,media/1632975251050.jpg,media/1632975286018.jpg,media/1632975300237.jpg,
242,BAA0471RBF,Kandis,Garcinia sp.,Pohon Muda,icon/young_tree.svg,Not Defined,29.29,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5474635,101.021367,0.805614607,1.11,Belum,-,-,Okta Bimansyah,30/09/2021 11:19,50000,1612.32,-,"Chave et al, 2014",media/1632975499442.jpg,media/1632975514423.jpg,media/1632975533747.jpg,media/1632975547369.jpg,
243,BAA0473RBF,Gurah,-,Pohon Dewasa,icon/mature_tree.svg,Not Defined,57.32,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5474635,101.021367,0.805614607,1.11,Belum,-,-,Reki Sahyono,30/09/2021 11:23,200000,7260.46,-,"Brown, 1997",media/1632975737199.jpg,media/1632975770432.jpg,media/1632975787924.jpg,media/1632975802396.jpg,
244,BAA0443RBF,Loban,Vitex Pinnata,Pohon Dewasa,icon/mature_tree.svg,Least Concern,41.4,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5434046,101.0857312,-4.415882688,3.34,Belum,-,-,Tasmanto,30/09/2021 10:10,200000,3175.49,-,"Chave et al, 2014",media/1632971364787.jpg,media/1632971375646.jpg,media/1632971390237.jpg,media/1632971403933.jpg,
245,BAA0470RBF,Gurah,-,Pohon Muda,icon/young_tree.svg,Not Defined,35.98,10,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5474635,101.021367,0.805614607,1.11,Belum,-,-,Reki Sahyono,30/09/2021 11:28,50000,2235.04,-,"Brown, 1997",media/1632976019653.jpg,media/1632976036297.jpg,media/1632976057686.jpg,media/1632976071851.jpg,
246,BAA0438RBF,Loban,Vitex Pinnata,Pohon Muda,icon/young_tree.svg,Least Concern,26.75,10,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5434454,101.0857689,1.45763092,3.34,Belum,-,-,Tasmanto,30/09/2021 10:15,50000,688.27,-,"Chave et al, 2014",media/1632971649918.jpg,media/1632971666654.jpg,media/1632971687377.jpg,media/1632971699188.jpg,
247,BAA0472RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,27.3,10,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5474635,101.021367,0.805614607,1.11,Belum,-,-,Reki Sahyono,30/09/2021 11:31,50000,615.30,-,"Chave et al, 2014",media/1632976212557.jpg,media/1632976236651.jpg,media/1632976256093.jpg,media/1632976270411.jpg,
248,BAA0448RBF,Guah,-,Pohon Muda,icon/young_tree.svg,Not Defined,33.12,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.543435,101.085788,1.45763092,3.34,Belum,-,-,Tasmanto,30/09/2021 10:20,50000,1812.50,-,"Brown, 1997",media/1632971981995.jpg,media/1632971995620.jpg,media/1632972014961.jpg,media/1632972032772.jpg,
249,BAA0474RBF,Gurah,-,Pohon Dewasa,icon/mature_tree.svg,Not Defined,60.5,10,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5474635,101.021367,0.805614607,1.11,Belum,-,-,Reki Sahyono,30/09/2021 11:35,200000,8323.21,-,"Brown, 1997",media/1632976469869.jpg,media/1632976493809.jpg,media/1632976518961.jpg,media/1632976535192.jpg,
250,BAA0449RBF,Guah,-,Pohon Muda,icon/young_tree.svg,Not Defined,37.89,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5440584,101.0854683,-76.61438821,3.28,Belum,-,-,Tasmanto,30/09/2021 10:23,50000,2547.52,-,"Brown, 1997",media/1632972163723.jpg,media/1632972178567.jpg,media/1632972195613.jpg,media/1632972209678.jpg,
251,BAA0469RBF,Gurah,-,Pohon Muda,icon/young_tree.svg,Not Defined,34.07,10,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5649333,101.0547563,0.805614607,4.08,Belum,-,-,Reki Sahyono,30/09/2021 11:40,50000,1946.93,-,"Brown, 1997",media/1632976765893.jpg,media/1632976780344.jpg,media/1632976800038.jpg,media/1632976815449.jpg,
252,BAA0451RBF,Kandis,Garcinia sp.,Pohon Muda,icon/young_tree.svg,Not Defined,29.61,25,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5436559,101.0858888,29.56637037,3.31,Belum,-,-,Tasmanto,30/09/2021 10:27,50000,2047.61,-,"Chave et al, 2014",media/1632972410256.jpg,media/1632972427317.jpg,media/1632972446069.jpg,media/1632972461018.jpg,
253,BAA0454RBF,Guah,-,Pohon Muda,icon/young_tree.svg,Not Defined,31.84,12,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.54372,101.0856097,22.44548889,3.31,Belum,-,-,Tasmanto,30/09/2021 10:31,50000,1640.48,-,"Brown, 1997",media/1632972633112.jpg,media/1632972644097.jpg,media/1632972667782.jpg,media/1632972686498.jpg,
254,BAA0480RBF,Cempedak air,Artocarpus sp.,Pohon Muda,icon/young_tree.svg,Not Defined,28.66,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5474635,101.021367,0.805614607,1.11,Belum,-,-,Reki Sahyono,30/09/2021 11:45,50000,1169.83,-,"Chave et al, 2014",media/1632977021931.jpg,media/1632977034330.jpg,media/1632977051547.jpg,media/1632977079332.jpg,
255,BAA0455RBF,Guah,-,Pohon Muda,icon/young_tree.svg,Not Defined,31.52,13,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5438729,101.0856134,-8.961462379,3.3,Belum,-,-,Tasmanto,30/09/2021 10:40,50000,1599.09,-,"Brown, 1997",media/1632973192186.jpg,media/1632973207720.jpg,media/1632973238427.jpg,media/1632973250414.jpg,
256,BAA0481RBF,Gurah,-,Pohon Muda,icon/young_tree.svg,Not Defined,38.55,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5474635,101.021367,0.805614607,1.11,Belum,-,-,Reki Sahyono,30/09/2021 11:48,50000,2661.28,-,"Brown, 1997",media/1632977211345.jpg,media/1632977226777.jpg,media/1632977249844.jpg,media/1632977264948.jpg,
257,BAA0456RBF,Guah,-,Pohon Muda,icon/young_tree.svg,Not Defined,38.21,17,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5440252,101.0857423,50.26064152,3.28,Belum,-,-,Tasmanto,30/09/2021 10:44,50000,2602.30,-,"Brown, 1997",media/1632973409266.jpg,media/1632973419530.jpg,media/1632973432349.jpg,media/1632973444364.jpg,
258,BAA0483RBF,Loban,Vitex Pinnata,Pohon Muda,icon/young_tree.svg,Least Concern,23.93,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5649333,101.0547563,0.805614607,4.08,Belum,-,-,Reki Sahyono,30/09/2021 11:51,50000,822.59,-,"Chave et al, 2014",media/1632977439785.jpg,media/1632977456399.jpg,media/1632977472818.jpg,media/1632977489077.jpg,
259,BAA0457RBF,Guah,-,Pohon Muda,icon/young_tree.svg,Not Defined,31.52,12,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5436852,101.0856202,0.209116076,3.32,Belum,-,-,Tasmanto,30/09/2021 10:47,50000,1599.09,-,"Brown, 1997",media/1632973600996.jpg,media/1632973621379.jpg,media/1632973632733.jpg,media/1632973647001.jpg,
260,BAA0485RBF,Gurah,-,Pohon Dewasa,icon/mature_tree.svg,Not Defined,47.13,13,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5474635,101.021367,0.805614607,1.11,Belum,-,-,Reki Sahyono,30/09/2021 13:03,200000,4424.78,-,"Brown, 1997",media/1632981760077.jpg,media/1632981775163.jpg,media/1632981792553.jpg,media/1632981808145.jpg,
261,BAA0458RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,23.88,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5439325,101.0854651,-5.703446043,3.3,Belum,-,-,Tasmanto,30/09/2021 10:50,50000,703.86,-,"Chave et al, 2014",media/1632973782127.jpg,media/1632973793666.jpg,media/1632973806653.jpg,media/1632973824912.jpg,
262,BAA0459RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,27.07,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5439298,101.0854617,-5.703446043,3.3,Belum,-,-,Tasmanto,30/09/2021 10:53,50000,899.04,-,"Chave et al, 2014",media/1632973946548.jpg,media/1632973959054.jpg,media/1632973974847.jpg,media/1632973986637.jpg,
263,BAA0460RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,28.66,13,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5439298,101.0854617,-5.703446043,3.3,Belum,-,-,Tasmanto,30/09/2021 10:56,50000,873.99,-,"Chave et al, 2014",media/1632974132139.jpg,media/1632974144010.jpg,media/1632974157981.jpg,media/1632974169812.jpg,
264,BAA0494RBF,Loban,Vitex Pinnata,Pohon Muda,icon/young_tree.svg,Least Concern,37.89,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.582403,101.0881457,0.805614607,0.28,Belum,-,-,Reki Sahyono,30/09/2021 13:08,50000,2017.28,-,"Chave et al, 2014",media/1632982016990.jpg,media/1632982034847.jpg,media/1632982054736.jpg,media/1632982067000.jpg,
