id,kode_pohon,nama_lokal,nama_latin,Group,Icon,status_iucn,diameter,tinggi,unit_PS,jenis_lahan,nama_khas_wilayah,Latitude,Longitude,elevasi,jarak_permukiman,status_adopsi,nama_pengadopsi,masa_berlaku,nama_surveyor,waktu_survei,harga_adopsi,serapan_karbon,penyedia_bibit,metode_karbon,Image1,Image2,Image3,Image4,chart_link
139,BAA0088RBF,Belanti,Coccoceras borneense,Pohon Dewasa,icon/mature_tree.svg,Not Defined,51,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5476524,101.0797092,-14.39463129,3.19,Belum,-,-,M. Farouq Ikhsan,22/09/2021 12:06,200000,3218.60,-,"Chave et al, 2014",media/1632287078038.jpg,media/1632287109206.jpg,media/1632287138218.jpg,media/1632287170263.jpg,
140,BAA0090RBF,Belanti,Coccoceras borneense,Pohon Dewasa,icon/mature_tree.svg,Not Defined,69,25,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5476421,101.0798823,-11.62092365,3.18,Belum,-,-,M. Farouq Ikhsan,22/09/2021 12:11,200000,7219.52,-,"Chave et al, 2014",media/1632287390336.jpg,media/1632287426928.jpg,media/1632287452791.jpg,media/1632287474283.jpg,
141,BAA0091RBF,Medang,Alseodaphne elmeri,Pohon Dewasa,icon/mature_tree.svg,Vulnerable,67,28,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.547666,101.0797558,32.33602569,3.18,Belum,-,-,M. Farouq Ikhsan,22/09/2021 13:05,200000,8864.73,-,"Chave et al, 2014",media/1632290466722.jpg,media/1632290544372.jpg,media/1632290607483.jpg,media/1632290656392.jpg,
142,BAA0092RBF,Belanti,Coccoceras borneense,Pohon Dewasa,icon/mature_tree.svg,Not Defined,41,25,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5476976,101.0798533,21.85361353,3.17,Belum,-,-,M. Farouq Ikhsan,22/09/2021 13:11,200000,2613.54,-,"Chave et al, 2014",media/1632290996377.jpg,media/1632290979442.jpg,media/1632291064106.jpg,media/1632291080465.jpg,
143,BAA0095RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,32,21,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5487539,101.0798948,18.34651472,3.07,Belum,-,-,Abu Bakar,22/09/2021 13:27,50000,1730.75,-,"Chave et al, 2014",media/1632291782558.jpg,media/1632291803330.jpg,media/1632291815812.jpg,media/1632292046218.jpg,
144,BAA0145RBF,Loban,Vitex Pinnata,Pohon Muda,icon/young_tree.svg,Least Concern,39.17,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5430436,101.0860172,-1.837318811,3.37,Belum,-,-,M. Rahman,26/09/2021 10:41,50000,2850.17,-,"Chave et al, 2014",media/1632627637382.jpg,media/1632627656048.jpg,media/1632627677152.jpg,media/1632627695824.jpg,
145,BAA0146RBF,Kasai,Pometia pinnata,Pohon Dewasa,icon/mature_tree.svg,Not Defined,47,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5431736,101.0861545,-2.169078756,3.35,Belum,-,-,M. Rahman,26/09/2021 10:46,200000,3728.22,-,"Chave et al, 2014",media/1632627891014.jpg,media/1632627915335.jpg,media/1632627938153.jpg,media/1632627962316.jpg,
146,BAA0149RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,31,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5431288,101.0860875,3.237627027,3.36,Belum,-,-,M. Rahman,26/09/2021 10:54,50000,1171.38,-,"Chave et al, 2014",media/1632628407112.jpg,media/1632628420575.jpg,media/1632628437766.jpg,media/1632628451744.jpg,
147,BAA0151RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,33,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.543382,101.0860904,15.69961297,3.33,Belum,-,-,M. Rahman,26/09/2021 10:57,50000,1323.43,-,"Chave et al, 2014",media/1632628610749.jpg,media/1632628625234.jpg,media/1632628641066.jpg,media/1632628653398.jpg,
148,BAA0150RBF,Kandis,Garcinia sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,42,30,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5434526,101.0860937,6.025488527,3.33,Belum,-,-,M. Rahman,26/09/2021 11:00,200000,4840.18,-,"Chave et al, 2014",media/1632628791968.jpg,media/1632628809648.jpg,media/1632628825720.jpg,media/1632628851178.jpg,
149,BAA0154RBF,Belanti,Coccoceras borneense,Pohon Dewasa,icon/mature_tree.svg,Not Defined,44,25,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5434781,101.0861943,3.265631867,3.32,Belum,-,-,M. Rahman,26/09/2021 11:05,200000,2999.81,-,"Chave et al, 2014",media/1632629040907.jpg,media/1632629088589.jpg,media/1632629104351.jpg,media/1632629123381.jpg,
150,BAA0155RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,31,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5434932,101.0862022,2.24811638,3.32,Belum,-,-,M. Rahman,26/09/2021 11:09,50000,1551.10,-,"Chave et al, 2014",media/1632629287117.jpg,media/1632629304719.jpg,media/1632629331518.jpg,media/1632629347985.jpg,
151,BAA0157RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,33,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5435507,101.0860787,11.43700092,3.32,Belum,-,-,M. Rahman,26/09/2021 11:12,50000,1752.43,-,"Chave et al, 2014",media/1632629482229.jpg,media/1632629503083.jpg,media/1632629516104.jpg,media/1632629538900.jpg,
152,BAA0158RBF,Gurah,-,Pohon Dewasa,icon/mature_tree.svg,Not Defined,41.4,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5436287,101.0861041,-3.794182182,3.31,Belum,-,-,M. Rahman,26/09/2021 11:16,200000,3187.58,-,"Brown, 1997",media/1632629707843.jpg,media/1632629721878.jpg,media/1632629740709.jpg,media/1632629786018.jpg,
153,BAA0162RBF,Loban,Vitex Pinnata,Pohon Dewasa,icon/mature_tree.svg,Least Concern,45.5,25,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5440578,101.0862807,-5.376893275,3.26,Belum,-,-,M. Rahman,26/09/2021 11:19,200000,4747.32,-,"Chave et al, 2014",media/1632629934251.jpg,media/1632629951755.jpg,media/1632629975105.jpg,media/1632629987445.jpg,
154,BAA0161RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,32,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5440411,101.0862526,5.377655081,3.26,Belum,-,-,M. Rahman,26/09/2021 11:23,50000,1650.26,-,"Chave et al, 2014",media/1632630133620.jpg,media/1632630147163.jpg,media/1632630160664.jpg,media/1632630221460.jpg,
155,BAA0170RBF,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,45,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5440154,101.0864075,1.684437789,3.26,Belum,-,-,M. Rahman,26/09/2021 11:27,200000,3210.49,-,"Chave et al, 2014",media/1632630376587.jpg,media/1632630389927.jpg,media/1632630410150.jpg,media/1632630425636.jpg,
156,BAA0171RBF,Loban,Vitex Pinnata,Pohon Muda,icon/young_tree.svg,Least Concern,29,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5440904,101.0864444,18.70524383,3.25,Belum,-,-,M. Rahman,26/09/2021 11:30,50000,1196.98,-,"Chave et al, 2014",media/1632630551765.jpg,media/1632630565707.jpg,media/1632630585065.jpg,media/1632630603863.jpg,
157,BAA0172RBF,Kandis,Garcinia sp.,Pohon Muda,icon/young_tree.svg,Not Defined,36,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5440911,101.0865961,10.14030427,3.24,Belum,-,-,M. Rahman,26/09/2021 11:36,50000,2411.66,-,"Chave et al, 2014",media/1632630904195.jpg,media/1632630936716.jpg,media/1632630953964.jpg,media/1632630966744.jpg,
158,BAA0164RBF,Gurah,-,Pohon Dewasa,icon/mature_tree.svg,Not Defined,46.4,25,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5440554,101.0862676,4.277039424,3.26,Belum,-,-,M. Rahman,26/09/2021 11:41,200000,4253.44,-,"Brown, 1997",media/1632631229064.jpg,media/1632631243679.jpg,media/1632631264519.jpg,media/1632631283294.jpg,
159,BAA0173RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,30,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.544084,101.0861345,-6.356769807,3.26,Belum,-,-,M. Rahman,26/09/2021 12:30,50000,1454.93,-,"Chave et al, 2014",media/1632634240401.jpg,media/1632634258774.jpg,media/1632634282599.jpg,media/1632634188895.jpg,
160,BAA0175RBF,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,40,25,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5440736,101.0860528,-8.039836825,3.26,Belum,-,-,M. Rahman,26/09/2021 12:34,200000,3171.80,-,"Chave et al, 2014",media/1632634425666.jpg,media/1632634449025.jpg,media/1632634461217.jpg,media/1632634473643.jpg,
161,BAA0177RBF,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,42,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5440712,101.0860231,-2.04356356,3.26,Belum,-,-,M. Rahman,26/09/2021 12:37,200000,2805.97,-,"Chave et al, 2014",media/1632634590049.jpg,media/1632634603524.jpg,media/1632634620462.jpg,media/1632634631139.jpg,
162,BAA0176RBF,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,45.5,25,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5440816,101.0860182,-0.199560193,3.26,Belum,-,-,M. Rahman,26/09/2021 12:39,200000,4078.71,-,"Chave et al, 2014",media/1632634745508.jpg,media/1632634762795.jpg,media/1632634775942.jpg,media/1632634790026.jpg,
163,BAA0182RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,37,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5440835,101.0859855,-1.456586162,3.26,Belum,-,-,M. Rahman,26/09/2021 12:43,50000,1654.59,-,"Chave et al, 2014",media/1632634947909.jpg,media/1632634968371.jpg,media/1632634982770.jpg,media/1632634995881.jpg,
164,BAA0183RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,37,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5440997,101.0859617,-1.258066926,3.26,Belum,-,-,M. Rahman,26/09/2021 12:45,50000,1654.59,-,"Chave et al, 2014",media/1632635104103.jpg,media/1632635117038.jpg,media/1632635129336.jpg,media/1632635149830.jpg,
165,BAA0184RBF,Gurah,-,Pohon Muda,icon/young_tree.svg,Not Defined,37,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.544099,101.0859563,0.281734669,3.26,Belum,-,-,M. Rahman,26/09/2021 12:48,50000,2398.83,-,"Brown, 1997",media/1632635237660.jpg,media/1632635256356.jpg,media/1632635271662.jpg,media/1632635287053.jpg,
166,BAA0185RBF,Cempedak air,Artocarpus sp.,Pohon Muda,icon/young_tree.svg,Not Defined,25.4,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5441014,101.0857751,4.614840786,3.27,Belum,-,-,M. Rahman,26/09/2021 12:51,50000,924.18,-,"Chave et al, 2014",media/1632635419984.jpg,media/1632635430472.jpg,media/1632635448400.jpg,media/1632635463643.jpg,
167,BAA0147RBF,Cempedak air,Artocarpus sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,44.26,36,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5429624,101.0863183,-7.819690439,3.37,Belum,-,-,Juliardi,26/09/2021 10:50,200000,4849.33,-,"Chave et al, 2014",media/1632628105181.jpg,media/1632628126249.jpg,media/1632628186628.jpg,media/1632628198752.jpg,
168,BAA0148RBF,Leban,Vitex Pinnata,Pohon Muda,icon/young_tree.svg,Least Concern,33,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5429757,101.0863776,-6.144406053,3.37,Belum,-,-,Juliardi,26/09/2021 10:55,50000,2039.69,-,"Chave et al, 2014",media/1632628465184.jpg,media/1632628479107.jpg,media/1632628494209.jpg,media/1632628526870.jpg,
169,BAA0152RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,12,12,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5434809,101.0861665,-2.450557232,3.32,Belum,-,-,Saukani,26/09/2021 11:05,50000,147.75,-,"Chave et al, 2014",media/1632629041891.jpg,media/1632629076169.jpg,media/1632629088154.jpg,media/1632629101350.jpg,
170,BAA0153RBF,Kandis,Garcinia sp.,Pohon Muda,icon/young_tree.svg,Not Defined,28,30,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.543466,101.0862289,-2.762930708,3.32,Belum,-,-,Saukani,26/09/2021 11:07,50000,2193.47,-,"Chave et al, 2014",media/1632629217448.jpg,media/1632629229373.jpg,media/1632629242065.jpg,media/1632629254625.jpg,
171,BAA0156RBF,Gurah,-,Pohon Dewasa,icon/mature_tree.svg,Not Defined,41,18,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5436075,101.0862408,-3.847911809,3.31,Belum,-,-,Jefri Neldi,26/09/2021 11:12,200000,3110.23,-,"Brown, 1997",media/1632629433298.jpg,media/1632629488926.jpg,media/1632629503661.jpg,media/1632629518333.jpg,
172,BAA0159RBF,Cempedak air,Artocarpus sp.,Pohon Muda,icon/young_tree.svg,Not Defined,34,22,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.543999,101.0862678,-3.711043119,3.26,Belum,-,-,Juliardi,26/09/2021 11:17,50000,1792.12,-,"Chave et al, 2014",media/1632629800379.jpg,media/1632629810320.jpg,media/1632629825865.jpg,media/1632629839287.jpg,
173,BAA0160RBF,Asam-asam,Garcinia sp.,Pohon Muda,icon/young_tree.svg,Not Defined,37,34,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5439487,101.086015,-0.227772096,3.28,Belum,-,-,Jefri Neldi,26/09/2021 11:22,50000,4270.34,-,"Chave et al, 2014",media/1632630045905.jpg,media/1632630072760.jpg,media/1632630093785.jpg,media/1632630108823.jpg,
174,BAA0163RBF,Gurah,-,Pohon Muda,icon/young_tree.svg,Not Defined,37,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5440358,101.0861676,1.722943789,3.26,Belum,-,-,Saukani,26/09/2021 11:25,50000,2398.83,-,"Brown, 1997",media/1632630309486.jpg,media/1632630322100.jpg,media/1632630336164.jpg,media/1632630347773.jpg,
175,BAA0165RBF,Gurah,-,Pohon Muda,icon/young_tree.svg,Not Defined,26,18,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5437493,101.086018,-4.424503423,3.3,Belum,-,-,Saukani,26/09/2021 11:28,50000,982.50,-,"Brown, 1997",media/1632630482964.jpg,media/1632630496834.jpg,media/1632630507047.jpg,media/1632630518828.jpg,
176,BAA0167RBF,Kandis,Garcinia sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,44,30,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5440541,101.0864036,-5.366573308,3.25,Belum,-,-,Juliardi,26/09/2021 11:31,200000,5300.28,-,"Chave et al, 2014",media/1632630627881.jpg,media/1632630638154.jpg,media/1632630651759.jpg,media/1632630664499.jpg,
177,BAA0168RBF,Kasai,Pometia pinnata,Pohon Muda,icon/young_tree.svg,Not Defined,31,12,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5441015,101.0864019,-5.346456702,3.25,Belum,-,-,Jefri Neldi,26/09/2021 11:34,50000,1005.03,-,"Chave et al, 2014",media/1632630845730.jpg,media/1632630869075.jpg,media/1632630881271.jpg,media/1632630892639.jpg,
178,BAA0169RBF,Gurah,-,Pohon Muda,icon/young_tree.svg,Not Defined,26,22,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5442137,101.0864326,-5.108354727,3.24,Belum,-,-,Juliardi,26/09/2021 11:39,50000,982.50,-,"Brown, 1997",media/1632631089623.jpg,media/1632631107498.jpg,media/1632631122821.jpg,media/1632631135397.jpg,
179,BAA0174RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,37,25,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5440517,101.0861985,26.89093907,3.26,Belum,-,-,Saukani,26/09/2021 12:32,50000,2724.05,-,"Chave et al, 2014",media/1632634279397.jpg,media/1632634294446.jpg,media/1632634308905.jpg,media/1632634320780.jpg,
180,BAA0180RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,37,23,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5441549,101.086197,27.55573711,3.25,Belum,-,-,Saukani,26/09/2021 12:34,50000,2511.14,-,"Chave et al, 2014",media/1632634433087.jpg,media/1632634441067.jpg,media/1632634457165.jpg,media/1632634470205.jpg,
181,BAA0178RBF,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,41,26,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5441771,101.0862385,28.11739852,3.25,Belum,-,-,Juliardi,26/09/2021 12:37,200000,3458.30,-,"Chave et al, 2014",media/1632634582470.jpg,media/1632634591165.jpg,media/1632634603612.jpg,media/1632634615476.jpg,
182,BAA0179RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,23,22,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5442062,101.0859818,30.09505307,3.25,Belum,-,-,Suhardianto,26/09/2021 12:40,50000,950.59,-,"Chave et al, 2014",media/1632634770402.jpg,media/1632634780284.jpg,media/1632634797869.jpg,media/1632634810227.jpg,
183,BAA0181RBF,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,49,23,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5441719,101.0861449,29.04873202,3.25,Belum,-,-,Jefri Neldi,26/09/2021 12:45,200000,4345.15,-,"Chave et al, 2014",media/1632635020662.jpg,media/1632635038618.jpg,media/1632635082145.jpg,media/1632635096220.jpg,
184,BAA0199RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,22,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5442938,101.0859111,29.37839767,3.24,Belum,-,-,Saukani,26/09/2021 12:47,50000,794.16,-,"Chave et al, 2014",media/1632635197952.jpg,media/1632635208557.jpg,media/1632635224631.jpg,media/1632635235869.jpg,
185,BAA0200RBF,Kandis,Garcinia sp.,Pohon Muda,icon/young_tree.svg,Not Defined,35,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5443292,101.0860605,14.89284727,3.24,Belum,-,-,Junaidi,27/09/2021 10:02,50000,2282.63,-,"Chave et al, 2014",media/1632711469155.jpg,media/1632711644395.jpg,media/1632711711070.jpg,media/1632711748176.jpg,
186,BAA0201RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,11.14,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5443301,101.0860514,-3.015945379,3.24,Belum,-,-,Junaidi,27/09/2021 10:21,50000,158.88,-,"Chave et al, 2014",media/1632712767765.jpg,media/1632712828297.jpg,media/1632712867525.jpg,media/1632712900376.jpg,
187,BAA0202RBF,Bongka,-,Pohon Muda,icon/young_tree.svg,Not Defined,15.28,30,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5444945,101.0861469,-29.46005869,3.21,Belum,-,-,Junaidi,27/09/2021 10:31,50000,256.02,-,"Brown, 1997",media/1632713374564.jpg,media/1632713417487.jpg,media/1632713461325.jpg,media/1632713490811.jpg,
188,BAA0205RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,13.65,25,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5445104,101.0862008,-2.237058696,3.21,Belum,-,-,Junaidi,27/09/2021 10:44,50000,388.92,-,"Chave et al, 2014",media/1632714164788.jpg,media/1632714204791.jpg,media/1632714243198.jpg,media/1632714267751.jpg,
189,BAA0204RBF,Leban,Vitex Pinnata,Pohon Muda,icon/young_tree.svg,Least Concern,8.59,25,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5443627,101.0862009,-6.28933945,3.23,Belum,-,-,Junaidi,27/09/2021 10:52,50000,183.30,-,"Chave et al, 2014",media/1632714635437.jpg,media/1632714664006.jpg,media/1632714695559.jpg,media/1632714722936.jpg,
190,BAA0203RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,9.23,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5444866,101.0861568,-9.816324552,3.22,Belum,-,-,Junaidi,27/09/2021 10:59,50000,110.06,-,"Chave et al, 2014",media/1632715100828.jpg,media/1632715123839.jpg,media/1632715157039.jpg,media/1632715176149.jpg,
191,BAA0206RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,13.37,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5443064,101.0862871,8.322872341,3.23,Belum,-,-,Junaidi,27/09/2021 11:06,50000,226.87,-,"Chave et al, 2014",media/1632715475388.jpg,media/1632715495799.jpg,media/1632715522518.jpg,media/1632715548202.jpg,
192,BAA0207RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,9.23,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5444848,101.086227,-8.432248371,3.21,Belum,-,-,Junaidi,27/09/2021 11:13,50000,110.06,-,"Chave et al, 2014",media/1632715905483.jpg,media/1632715931878.jpg,media/1632715954133.jpg,media/1632715977986.jpg,
193,BAA0208RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,12.73,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5443933,101.0863942,1.798613924,3.22,Belum,-,-,Junaidi,27/09/2021 11:17,50000,206.15,-,"Chave et al, 2014",media/1632716193304.jpg,media/1632716214650.jpg,media/1632716248067.jpg,media/1632716268207.jpg,
194,BAA0209RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,19.1,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5443488,101.0863529,-6.508662529,3.22,Belum,-,-,Junaidi,27/09/2021 11:23,50000,602.67,-,"Chave et al, 2014",media/1632716478902.jpg,media/1632716500233.jpg,media/1632716536197.jpg,media/1632716560026.jpg,
195,BAA0210RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,13.37,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5443869,101.086476,21.40751697,3.22,Belum,-,-,Junaidi,27/09/2021 11:43,50000,226.87,-,"Chave et al, 2014",media/1632717714756.jpg,media/1632717731050.jpg,media/1632717755295.jpg,media/1632717773689.jpg,
196,BAA0211RBF,Belanti,Coccoceras borneense,Pohon Muda,icon/young_tree.svg,Not Defined,11.14,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5443313,101.0863496,14.32313581,3.23,Belum,-,-,Junaidi,27/09/2021 11:48,50000,124.76,-,"Chave et al, 2014",media/1632718049887.jpg,media/1632718068884.jpg,media/1632718099964.jpg,media/1632718122939.jpg,
197,BAA0213RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,12.42,8,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5444068,101.0864495,8.030501024,3.21,Belum,-,-,Junaidi,27/09/2021 11:53,50000,106.37,-,"Chave et al, 2014",media/1632718323689.jpg,media/1632718337740.jpg,media/1632718364469.jpg,media/1632718383651.jpg,
198,BAA0212RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,9.23,8,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5440476,101.0862659,33.86654319,3.26,Belum,-,-,Junaidi,27/09/2021 11:58,50000,59.59,-,"Chave et al, 2014",media/1632718618317.jpg,media/1632718634253.jpg,media/1632718656331.jpg,media/1632718675621.jpg,
199,BAA0390RBF,Jambu,Eugenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,22.6,10,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5445987,101.0934735,16.0590642,3.07,Belum,-,-,Muslih,29/09/2021 10:55,50000,478.58,-,"Chave et al, 2014",media/1632887559876.jpg,media/1632887642102.jpg,media/1632887663356.jpg,media/1632887690777.jpg,
200,BAA0392RBF,Bintangor,Calophyllum sp.,Pohon Muda,icon/young_tree.svg,Least Concern,34.17,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5445838,101.0933995,15.68324905,3.07,Belum,-,-,Muslih,29/09/2021 11:02,50000,1672.06,-,"Chave et al, 2014",media/1632888045166.jpg,media/1632888076847.jpg,media/1632888107099.jpg,media/1632888127887.jpg,
201,BAA0397RBF,Bintangor,Calophyllum sp.,Pohon Muda,icon/young_tree.svg,Least Concern,34.71,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5789924,101.0939897,9.646974681,0.04,Belum,-,-,Muslih,29/09/2021 11:12,50000,1301.98,-,"Chave et al, 2014",media/1632888650029.jpg,media/1632888672841.jpg,media/1632888693277.jpg,media/1632888711910.jpg,
202,BAA0401RBF,Bongka,-,Pohon Muda,icon/young_tree.svg,Not Defined,25.79,10,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5449733,101.0934833,24.97190154,3.03,Belum,-,-,Muslih,29/09/2021 11:18,50000,962.55,-,"Brown, 1997",media/1632889005740.jpg,media/1632889045515.jpg,media/1632889065887.jpg,media/1632889087111.jpg,
